text,label,subject
"It is estimated that every $100 million spent on construction generates 3,000 new jobs.",1,"economy,jobs,transportation"
"Every year, more than $40 million are leaving Missouri for the Lone Star State.",1,economy
Says he and his running mate are the only candidates that do believe in free trade.,1,"economy,trade"
The number of new illegal immigrant families who have crossed the border so far this year already exceeds the entire total from 2015.,1,immigration
The Democratic health care law added 12 years of solvency to Medicare.,1,"federal-budget,health-care,medicare"
"Says Donald Trump, in his campaign announcement speech, also said, And many of them (Mexicans) are good people. You keep leaving that out of your quote.",1,"candidates-biography,diversity,immigration"
"Weve got an average of 5,600 soldiers committing suicide. Thats about 20 a day.",1,"health-care,veterans"
We have more natural gas than Saudi Arabia has oil.,1,"energy,environment,transportation"
"Says President Barack Obamasown administration has done five environmental impact assessments of the Keystone XL pipeline, all of which have said it would have a minimum impact on the environment.",1,"energy,environment,jobs"
"AARP is ""the largest reseller of insurance in the country"" and ""has a vested interest in seeing that the market for reselling supplemental insurance expands.""",1,"health-care,legal-issues,medicare"
Wisconsin now ranks among the top 10 states for out-migration.,1,"economy,jobs,population"
"Because of Obamacare peoples premiums ...are going up 35, 45, 55 percent.",1,health-care
The Senate proposal to restore emergency unemployment benefits for five months was fully paid for.,1,"congress,congressional-rules,debt,deficit,economy,federal-budget,income,jobs,labor,taxes,workers"
Going to public financing really disadvantages Democrats because you're not able to raise funds between the day you win the primaries and the time you're officially nominated.,1,elections
"In the last four years, our economy has grown on average 0.9 percent a year.",1,economy
"The Congressional Budget Office ""estimates that only 15 percent of this stimulus package will be spent in 2009"" and only 37 percent in 2010.",1,"economy,stimulus"
Says unemployment tripled in Dane County due to Kathleen Falks tax policies,1,"county-budget,county-government,economy,job-accomplishments,jobs"
"As President George W. Bushs trade representative, Portman failed to address Chinas currency manipulation, which was inflated to as much as 40 percent in 2006.",1,economy
"The number of new businesses started per year has dropped by 100,000 during this presidents term.",1,"corporations,economy,elections,job-accomplishments,jobs,small-business"
"It doesn't make sense ""historically"" to drop out because the 1968 race was still competitive when ""Bobby Kennedy was assassinated in June in California.""",1,elections
The Chris Hani Baragwanath in South Africa is the worlds third-biggest hospital.,1,"health-care,public-health"
"Because of the current immigration crisis, Republicans want to repeal a 2008law that President George W. Bush signed and want to be on record as not wanting to protect children from ...sex trafficking.",1,immigration
"Over the last few years, weve put more people back to work than all the other advanced economies combined.",1,"economy,jobs,labor,workers"
Says potential GOP U.S. Senate candidate Tommy Thompson supported Obamacare,1,"bipartisanship,health-care,public-health"
"Between 2000 and 2010, the illegal immigrant population of Texas increased by 60 percent, while California and Florida had no increase.",1,immigration
"Donald Trumps strategy is pretty simple. They have even said in his campaign its to get women to stay home, get young people to stay home, get people of color to stay home, and get a lot smart, intelligent men to stay home, too.",1,elections
"DEP has 2,812 employees, the lowest level since the mid-80s.",1,"climate-change,environment,state-budget,workers"
Right-to-work states have higher rates of income growth.,1,"economy,jobs"
"There are at least three sectors of the border, one in particular, that are just completely insecure.",1,"homeland-security,immigration"
Says nothing in Obamas $3.7 billion request to address the child immigrant situation actually secures the border.,1,"corrections-and-updates,federal-budget,immigration"
"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",1,"climate-change,energy,environment,science"
"When you look at what we have done over the last decade, we created 1 million jobs in the state of Texas. At the same time, (the rest of) America lost 2.5 million.",1,"economy,job-accomplishments,jobs"
"Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars because of Arizonas immigration laws that drove outundocumented immigrants.",1,immigration
"If women seeking an abortion see their ultrasound, the odds are pretty high theyre going to keep the baby.",1,"abortion,children,health-care,public-health,technology,women"
"Do you know which state has the worst ratio of white voter turnout to African-American voter turnout? Massachusetts. Do you know what has the best, where African-American turnout actually exceeds white turnout? Mississippi.",1,"civil-rights,elections,legal-issues"
There were more people at the Air and Space Museum than at a rally against the health care bills.,1,"health-care,pundits"
"(John) Kasich was the architect who balanced the budget, cut spending, created a surplus, igniting record job creation.",1,"economy,federal-budget,job-accomplishments,message-machine"
"Governor (Perry), you were a Democrat, having worked for Al Gore as his campaign manager...",1,elections
#GradInsurance debacle is a DIRECT result of #ObamaCare. #MIZZOU has to break the law to do the right thing.,1,"education,health-care"
Under the Obama economy ... utility bills are higher.,1,economy
Illegal immigration costs our country more than $113 billion a year.,1,immigration
"Wisconsin requires, by law, a photo ID to vote.",1,"elections,job-accomplishments,legal-issues,supreme-court"
Says Milwaukee County Executive Chris Abele eliminated sheriffs office funding for providing security for presidential and presidential campaign visits.,1,"county-budget,county-government,crime,elections"
